"","Language","World.Region","Language.Family","Latitude","Longitude"
"1","Abaza","Western Asia","Abkhaz-Adyge",40.938823,-74.20013
"2","Abruzzese","Southern Europe","Indo-European",40.773556,-73.927065
"3","Abruzzese","Southern Europe","Indo-European",40.71870175,-73.99578719
"4","Acehnese","Southeastern Asia","Austronesian",40.759046,-73.90984
"5","Acehnese","Southeastern Asia","Austronesian",40.74409,-73.883277
"6","Adjoukrou","Western Africa","Atlantic-Congo",40.823438,-73.924661
"7","Adyghe","Western Asia","Abkhaz-Adyge",40.938436,-74.201318
"8","Afenmai","Western Africa","Atlantic-Congo",40.828522,-73.857731
"9","African-American English","Northern America","Indo-European",40.687229,-73.932571
"10","African-American English","Northern America","Indo-European",40.809904,-73.950127
"11","African-American English","Northern America","Indo-European",40.623352,-74.081959
"12","African-American English","Northern America","Indo-European",40.884322,-73.832166
"13","African-American English","Northern America","Indo-European",40.70967407,-73.62760223
"14","African-American English","Northern America","Indo-European",40.711927,-73.760906
"15","African-American English","Northern America","Indo-European",40.73732671,-74.17030119
"16","Afrikaans","Southern Africa","Indo-European",40.74689,-73.972213
"17","Akan","Western Africa","Atlantic-Congo",40.642143,-73.955321
"18","Akan","Western Africa","Atlantic-Congo",40.616309,-74.071775
"19","Akan","Western Africa","Atlantic-Congo",40.714861,-74.00554
"20","Akan","Western Africa","Atlantic-Congo",40.860277,-73.906426
"21","Aklanon","Southeastern Asia","Austronesian",40.747282,-73.900335
"22","Algerian Arabic","Northern Africa","Afro-Asiatic",40.767732,-73.911146
"23","Alsatian","Western Europe","Indo-European",40.758302,-73.953521
"24","Amdo Tibetan","Eastern Asia","Sino-Tibetan",40.70228112,-73.98375193
"25","Amdo Tibetan","Eastern Asia","Sino-Tibetan",40.747428,-73.891413
"26","Amharic","Eastern Africa","Afro-Asiatic",40.762268,-74.224662
"27","Amharic","Eastern Africa","Afro-Asiatic",40.826295,-73.943423
"28","Amharic","Eastern Africa","Afro-Asiatic",40.876516,-73.874584
"29","Amuzgo","Central America","Otomanguean",40.743213,-73.855029
"30","Anaang","Western Africa","Atlantic-Congo",40.880319,-73.8815
"31","Ancient Greek","Southern Europe","Indo-European",40.72359,-74.006388
"32","Antigua and Barbuda Creole","Caribbean","Indo-European",40.80838503,-73.94520618
"33","Appolo","Western Africa","Atlantic-Congo",40.822938,-73.924661
"34","Arbëresh","Southern Europe","Indo-European",40.553878,-74.137489
"35","Arbëresh","Southern Europe","Indo-European",40.72292322,-73.99188292
"36","Aromanian","Southern Europe","Indo-European",40.70370922,-73.903396
"37","Aromanian","Southern Europe","Indo-European",41.23495,-73.21967
"38","Ashanti","Western Africa","Atlantic-Congo",40.615092,-74.087244
"39","Ashanti","Western Africa","Atlantic-Congo",40.642052,-73.963009
"40","Ashanti","Western Africa","Atlantic-Congo",40.855341,-73.913553
"41","Assyrian Neo-Aramaic","Western Asia","Afro-Asiatic",40.923615,-73.899727
"42","Asturian","Southern Europe","Indo-European",40.758723,-73.917829
"43","Australian English","Australia and New Zealand","Indo-European",40.722269,-73.996242
"44","Austrian German","Western Europe","Indo-European",40.783122,-73.844181
"45","Austrian German","Western Europe","Indo-European",40.759479,-73.975329
"46","Avar","Western Asia","Nakh-Daghestanian",40.581275,-73.961918
"47","Avestan","Southern Asia","Indo-European",41.168459,-74.052398
"48","Aymara","South America","Aymaran",40.75025,-73.875734
"49","Azeri","Western Asia","Turkic",40.592053,-73.956569
"50","Azeri","Western Asia","Turkic",40.63848221,-73.97729244
"51","Azeri","Western Asia","Turkic",40.772544,-74.162679
"52","Bahamian Creole","Caribbean","Indo-European",40.81732791,-73.94340618
"53","Bahing","Southern Asia","Sino-Tibetan",40.746508,-73.889608
"54","Baïnounk","Western Africa","Atlantic-Congo",40.838711,-73.917092
"55","Balanta-Ganja","Western Africa","Atlantic-Congo",40.828136,-73.919207
"56","Balinese","Southeastern Asia","Austronesian",40.741302,-73.876066
"57","Balkan Romani","Southern Europe","Indo-European",40.856912,-73.884968
"58","Balochi","Southern Asia","Indo-European",40.64357398,-73.97020728
"59","Bambara","Western Africa","Mande",40.801382,-73.948713
"60","Bambara","Western Africa","Mande",40.875404,-73.887266
"61","Bambara","Western Africa","Mande",40.693797,-73.759268
"62","Banguingui","Southeastern Asia","Austronesian",40.745902,-73.901535
"63","Banjarese","Southeastern Asia","Austronesian",40.738497,-73.88737
"64","Bantawa","Southern Asia","Sino-Tibetan",40.746544,-73.890042
"65","Baoulé","Western Africa","Atlantic-Congo",40.803352,-73.950331
"66","Baoulé","Western Africa","Atlantic-Congo",40.666466,-73.891249
"67","Baoulé","Western Africa","Atlantic-Congo",40.701621,-73.788781
"68","Baragaun","Southern Asia","Sino-Tibetan",40.634346,-73.965467
"69","Baragaun","Southern Asia","Sino-Tibetan",40.735417,-74.063714
"70","Baragaun","Southern Asia","Sino-Tibetan",40.6959,-73.829633
"71","Barbadian Creole","Caribbean","Indo-European",40.69583509,-73.74333977
"72","Barbadian Creole","Caribbean","Indo-European",40.65634883,-73.93077314
"73","Bartangi","Central Asia","Indo-European",40.776191,-73.951543
"74","Basaa","Middle Africa","Atlantic-Congo",40.848313,-73.897254
"75","Basque","Southern Europe","Basque",40.7106091,-73.99587896
"76","Basque","Southern Europe","Basque",40.729622,-73.952216
"77","Basque","Southern Europe","Basque",40.728429,-74.164932
"78","Bassa","Western Africa","Atlantic-Congo",40.612036,-74.085096
"79","Batak","Southeastern Asia","Austronesian",40.73887636,-73.98386337
"80","Batak (Karo)","Southeastern Asia","Austronesian",40.75376818,-73.88596564
"81","Batak (Toba)","Southeastern Asia","Austronesian",40.75415829,-73.88553649
"82","Bavarian","Western Europe","Indo-European",40.701184,-73.88621
"83","Bavarian","Western Europe","Indo-European",40.77839331,-73.95347934
"84","Belarusian","Eastern Europe","Indo-European",40.687024,-73.984569
"85","Belarusian","Eastern Europe","Indo-European",40.712987,-73.797407
"86","Belarusian","Eastern Europe","Indo-European",40.586454,-73.952123
"87","Belarusian","Eastern Europe","Indo-European",40.440222,-74.365218
"88","Belizean Creole","Central America","Indo-European",40.672623,-73.931764
"89","Bemba","Southern Africa","Atlantic-Congo",40.756596,-73.968424
"90","Bengali","Southern Asia","Indo-European",40.790639,-73.951315
"91","Bengali","Southern Asia","Indo-European",40.729347,-73.983667
"92","Bengali","Southern Asia","Indo-European",40.747287,-73.891825
"93","Bengali","Southern Asia","Indo-European",40.710304,-73.793582
"94","Bengali","Southern Asia","Indo-European",40.642871,-73.97484
"95","Bengali","Southern Asia","Indo-European",40.837645,-73.861228
"96","Bengali","Southern Asia","Indo-European",40.92034873,-74.1866364
"97","Betawi Malay","Southeastern Asia","Austronesian",40.739496,-73.879883
"98","Bété","Western Africa","Atlantic-Congo",40.666379,-73.89894
"99","Bhojpuri","Southern Asia","Indo-European",40.750841,-73.891415
"100","Bhojpuri","Southern Asia","Indo-European",39.99928246,-74.19640199
"101","Biblical Hebrew","Western Asia","Afro-Asiatic",40.605168,-73.966359
"102","Biblical Hebrew","Western Asia","Afro-Asiatic",40.09663762,-74.22234516
"103","Biblical Hebrew","Western Asia","Afro-Asiatic",40.850656,-73.929868
"104","Bicolano","Southeastern Asia","Austronesian",40.690666,-74.015281
"105","Bicolano","Southeastern Asia","Austronesian",40.74335,-73.910485
"106","Bishnupriya Manipuri","Southern Asia","Indo-European",40.710322,-73.791475
"107","Bislama","Melanesia","Indo-European",40.752893,-73.973397
"108","Bolivian Quechua","South America","Quechuan",40.743448,-73.89697
"109","Bomu","Western Africa","Atlantic-Congo",40.841063,-73.861468
"110","Bosnian","Southern Europe","Indo-European",40.772142,-73.927305
"111","Bosnian","Southern Europe","Indo-European",40.860401,-74.852318
"112","Bosnian","Southern Europe","Indo-European",40.694783,-73.832949
"113","Brazilian Portuguese","South America","Indo-European",40.756056,-73.928328
"114","Brazilian Portuguese","South America","Indo-European",40.756021,-73.978982
"115","Brazilian Portuguese","South America","Indo-European",40.916659,-73.84168
"116","Brazilian Portuguese","South America","Indo-European",40.72917307,-74.15920957
"117","Breton","Western Europe","Indo-European",40.755764,-73.928146
"118","Breton","Western Europe","Indo-European",40.763304,-73.986284
"119","Bribri","Central America","Chibchan",40.91661,-74.17164
"120","British English","Northern Europe","Indo-European",40.774731,-73.961174
"121","Buginese","Southeastern Asia","Austronesian",40.758293,-73.911382
"122","Buginese","Southeastern Asia","Austronesian",40.743338,-73.884818
"123","Bukhori","Central Asia","Indo-European",40.721356,-73.846565
"124","Bukhori","Central Asia","Indo-European",40.635082,-73.968348
"125","Bukhori","Central Asia","Indo-European",40.757707,-73.980755
"126","Bulgarian","Eastern Europe","Indo-European",40.765513,-73.994027
"127","Bulgarian","Eastern Europe","Indo-European",40.860271,-73.911578
"128","Bulgarian Turkish","Southern Europe","Turkic",40.612505,-73.979183
"129","Buli","Western Africa","Austronesian",40.85847,-73.910249
"130","Bumthang","Southern Asia","Sino-Tibetan",40.741797,-73.918215
"131","Burmese","Southeastern Asia","Sino-Tibetan",40.743865,-73.891614
"132","Burmese","Southeastern Asia","Sino-Tibetan",40.30188264,-74.34145663
"133","Burmese","Southeastern Asia","Sino-Tibetan",40.757774,-73.981108
"134","Burmese","Southeastern Asia","Sino-Tibetan",40.680147,-73.969152
"135","Burushaski","Southern Asia","Burushaski",40.72364,-73.70576
"136","Buryat","Eastern Europe","Mongolic",40.577059,-73.964834
"137","Bzedukh","Western Asia","Abkhaz-Adyge",40.937197,-74.201826
"138","Cameroonian Pidgin English","Middle Africa","Indo-European",40.844458,-73.894141
"139","Camfranglais","Middle Africa","Indo-European",40.843174,-73.890026
"140","Canadian English","Northern America","Indo-European",40.753902,-73.974589
"141","Cantonese","Eastern Asia","Sino-Tibetan",40.615076,-73.989458
"142","Cantonese","Eastern Asia","Sino-Tibetan",40.715718,-73.999924
"143","Cantonese","Eastern Asia","Sino-Tibetan",40.761066,-73.830145
"144","Cantonese","Eastern Asia","Sino-Tibetan",40.96301562,-74.117481
"145","Cantonese","Eastern Asia","Sino-Tibetan",40.59260888,-74.15852177
"146","Cantonese","Eastern Asia","Sino-Tibetan",40.638684,-74.006304
"147","Cape Verdean Creole","Western Africa","Indo-European",40.72761203,-74.1551648
"148","Caribbean Hindustani","Caribbean","Indo-European",40.687302,-73.821602
"149","Castilian Spanish","Southern Europe","Indo-European",40.833398,-73.946913
"150","Castilian Spanish","Southern Europe","Indo-European",40.739387,-74.001223
"151","Catalan","Southern Europe","Indo-European",40.750405,-73.976981
"152","Cebuano","Southeastern Asia","Austronesian",40.729515,-73.981922
"153","Cebuano","Southeastern Asia","Austronesian",40.751374,-73.898383
"154","Central American Spanish","Central America","Indo-European",40.78386555,-73.22513561
"155","Central American Spanish","Central America","Indo-European",41.39475,-73.61582
"156","Central Malay","Southeastern Asia","Austronesian",40.727711,-73.978099
"157","Chadian Arabic","Middle Africa","Afro-Asiatic",40.74792,-73.979066
"158","Chak","Southern Asia","Sino-Tibetan",40.754576,-73.89183
"159","Chakhar Mongolian","Eastern Asia","Mongolic",40.64087798,-74.0046173
"160","Chakma","Southern Asia","Indo-European",40.754722,-73.893068
"161","Chaldean Neo-Aramaic","Western Asia","Afro-Asiatic",40.627011,-74.02639
"162","Chamling","Southern Asia","Sino-Tibetan",40.749733,-73.891304
"163","Chamorro","Micronesia","Austronesian",40.75493,-73.968599
"164","Changzhounese","Eastern Asia","Sino-Tibetan",40.75435,-73.821043
"165","Chantyal","Southern Asia","Sino-Tibetan",40.746817,-73.892825
"166","Chaouia","Northern Africa","Afro-Asiatic",40.768287,-73.911403
"167","Chavacano","Southeastern Asia","Indo-European",40.746403,-73.906185
"168","Chechen","Eastern Europe","Nakh-Daghestanian",40.579084,-73.965674
"169","Cherepon","Western Africa","Atlantic-Congo",40.848354,-73.908347
"170","Cherokee","Northern America","Iroquoian",40.715686,-73.993343
"171","Chewa","Eastern Africa","Atlantic-Congo",40.751939,-73.965212
"172","Chiga","Eastern Africa","Atlantic-Congo",40.764592,-73.947069
"173","Chinantec","Central America","Otomanguean",40.645223,-73.995647
"174","Chinantec","Central America","Otomanguean",40.635828,-74.135365
"175","Chiricahua Apache","Northern America","Athabaskan-Eyak-Tlingit",40.673527,-73.951043
"176","Chittagonian","Southern Asia","Indo-European",40.644528,-73.980279
"177","Chocha-ngacha","Southern Asia","Sino-Tibetan",40.741548,-73.917924
"178","Chuj","Central America","Mayan",40.86804736,-73.89293011
"179","Church Slavonic","Eastern Europe","Indo-European",40.673164,-73.895723
"180","Church Slavonic","Eastern Europe","Indo-European",40.784829,-73.954211
"181","Chuukese","Micronesia","Austronesian",40.749411,-73.972273
"182","Chuvash","Eastern Europe","Turkic",40.578158,-73.95853
"183","Cilentano","Southern Europe","Indo-European",40.59926696,-73.97477267
"184","Cilentano","Southern Europe","Indo-European",40.789486,-73.81661
"185","Cilentano","Southern Europe","Indo-European",40.717252,-73.94453
"186","Classical Arabic","Western Asia","Afro-Asiatic",40.785419,-73.948707
"187","Classical Arabic","Western Asia","Afro-Asiatic",40.813904,-73.881714
"188","Classical Arabic","Western Asia","Afro-Asiatic",40.712551,-73.795818
"189","Classical Arabic","Western Asia","Afro-Asiatic",40.662943,-73.995138
"190","Classical Armenian","Western Asia","Indo-European",40.772334,-73.747622
"191","Classical Armenian","Western Asia","Indo-European",40.745201,-73.975347
"192","Classical Latin","Southern Europe","Indo-European",40.723281,-74.006397
"193","Classical Tibetan","Eastern Asia","Sino-Tibetan",40.701982,-73.982961
"194","Classical Tibetan","Eastern Asia","Sino-Tibetan",40.744733,-73.889909
"195","Tibetan","Eastern Asia","Sino-Tibetan",40.73713,-73.994551
"196","Comorian","Eastern Africa","Atlantic-Congo",40.752598,-73.966282
"197","Coptic","Northern Africa","Afro-Asiatic",40.62751,-74.006763
"198","Coptic","Northern Africa","Afro-Asiatic",40.728115,-74.067398
"199","Coptic","Northern Africa","Afro-Asiatic",40.70604764,-73.90770901
"200","Cretan Greek","Southern Europe","Indo-European",40.774691,-73.910252
"201","Crimean Tatar","Eastern Europe","Turkic",40.639556,-73.994206
"202","Croatian","Southern Europe","Indo-European",40.75475,-73.916819
"203","Croatian","Southern Europe","Indo-European",40.91254111,-74.41046027
"204","Croatian","Southern Europe","Indo-European",40.759062,-73.996447
"205","Cuban Spanish","Caribbean","Indo-European",40.74885,-73.869066
"206","Cuban Spanish","Caribbean","Indo-European",40.706998,-74.006562
"207","Cuban Spanish","Caribbean","Indo-European",40.775701,-74.020875
"208","Cuicatec","Central America","Otomanguean",40.874718,-74.12316
"209","Cypriot Greek","Southern Europe","Indo-European",40.770451,-73.920428
"210","Czech","Eastern Europe","Indo-European",40.772692,-73.915752
"211","Czech","Eastern Europe","Indo-European",40.768978,-73.956433
"212","Dagaare","Western Africa","Atlantic-Congo",40.843173,-73.90931
"213","Dagbani","Western Africa","Atlantic-Congo",40.848997,-73.920888
"214","Dangme","Western Africa","Atlantic-Congo",40.83505279,-73.89965116
"215","Danish","Western Europe","Indo-European",40.70736718,-74.01190379
"216","Danish","Western Europe","Indo-European",40.633425,-74.013525
"217","Danube Swabian","Western Europe","Indo-European",40.707523,-73.907436
"218","Darfurian Arabic","Northern Africa","Afro-Asiatic",40.652364,-73.954434
"219","Dari","Southern Asia","Indo-European",40.75536495,-73.50985206
"220","Dari","Southern Asia","Indo-European",40.730073,-73.815297
"221","Dari","Southern Asia","Indo-European",40.757282,-73.979858
"222","Dawei Burmese","Southeastern Asia","Sino-Tibetan",40.7419715,-73.8909139
"223","Dawei Burmese","Southeastern Asia","Sino-Tibetan",40.679355,-73.969275
"224","Dhivehi","Southern Asia","Indo-European",40.750252,-73.972202
"225","Dinka","Eastern Africa","Nilotic",40.751131,-73.969627
"226","Dolpo","Southern Asia","Sino-Tibetan",40.741102,-73.890525
"227","Dominican Creole (English)","Caribbean","Indo-European",40.64295876,-73.95757817
"228","Dominican Creole (French)","Caribbean","Indo-European",40.64059563,-73.95558497
"229","Dominican Spanish","Caribbean","Indo-European",40.74873719,-73.86726149
"230","Dominican Spanish","Caribbean","Indo-European",40.681861,-73.880132
"231","Dominican Spanish","Caribbean","Indo-European",40.50945239,-74.2679475
"232","Dominican Spanish","Caribbean","Indo-European",40.77389,-74.02469
"233","Dominican Spanish","Caribbean","Indo-European",40.860703,-73.913655
"234","Dominican Spanish","Caribbean","Indo-European",40.840803,-73.940986
"235","Dominican Spanish","Caribbean","Indo-European",40.92783199,-73.90021763
"236","Dungan","Central Asia","Sino-Tibetan",40.587482,-73.955331
"237","Dutch","Western Europe","Indo-European",40.703558,-74.012354
"238","Dutch","Western Europe","Indo-European",40.672746,-73.976674
"239","Dutch","Western Europe","Indo-European",40.690777,-73.813256
"240","Dyula","Western Africa","Mande",40.804497,-73.957057
"241","Dyula","Western Africa","Mande",40.831541,-73.918745
"242","Dyula","Western Africa","Mande",40.664659,-73.895062
"243","Dzongkha","Southern Asia","Sino-Tibetan",40.867499,-73.897842
"244","Dzongkha","Southern Asia","Sino-Tibetan",40.741313,-73.917389
"245","Eastern Armenian","Western Asia","Indo-European",40.588154,-73.950649
"246","Ebrié","Western Africa","Atlantic-Congo",40.806786,-73.946473
"247","Ecclesiastical Latin","Southern Europe","Indo-European",40.676489,-73.985111
"248","Ecclesiastical Latin","Southern Europe","Indo-European",40.752347,-73.988185
"249","Ecuadorian Kichwa","South America","Quechuan",40.825814,-73.926073
"250","Ecuadorian Kichwa","South America","Quechuan",40.701227,-73.90479
"251","Ecuadorian Kichwa","South America","Quechuan",41.11353,-74.046209
"252","Ecuadorian Spanish","South America","Indo-European",40.695664,-73.918542
"253","Ecuadorian Spanish","South America","Indo-European",40.749224,-73.869333
"254","Ecuadorian Spanish","South America","Indo-European",40.72699841,-74.15708178
"255","Ecuadorian Spanish","South America","Indo-European",41.15768044,-73.86392388
"256","Ecuadorian Spanish","South America","Indo-European",40.839684,-73.856983
"257","Edo","Western Africa","Atlantic-Congo",40.684254,-73.913118
"258","Edo","Western Africa","Atlantic-Congo",40.694883,-73.805789
"259","Edo","Western Africa","Atlantic-Congo",40.826717,-73.861554
"260","Efik","Western Africa","Atlantic-Congo",40.880102,-73.886397
"261","Egyptian Arabic","Northern Africa","Afro-Asiatic",40.767927,-73.912316
"262","Egyptian Arabic","Northern Africa","Afro-Asiatic",40.631088,-74.022489
"263","Egyptian Arabic","Northern Africa","Afro-Asiatic",40.54963319,-74.15102965
"264","Egyptian Arabic","Northern Africa","Afro-Asiatic",40.72933175,-74.06647851
"265","Egyptian Arabic","Northern Africa","Afro-Asiatic",40.71230998,-73.9036982
"266","Egyptian Judeo-Arabic","Northern Africa","Afro-Asiatic",40.606092,-73.967553
"267","Emiliano","Southern Europe","Indo-European",40.711175,-73.995525
"268","Emiliano","Southern Europe","Indo-European",40.58912355,-73.98725892
"269","Esan","Western Africa","Atlantic-Congo",40.671278,-73.865821
"270","Estonian","Northern Europe","Uralic",40.761825,-73.922133
"271","Estonian","Northern Europe","Uralic",40.745099,-73.976222
"272","Ewe","Western Africa","Atlantic-Congo",40.859266,-73.895727
"273","Ewe","Western Africa","Atlantic-Congo",40.694332,-73.794409
"274","Ewondo","Middle Africa","Atlantic-Congo",40.8472,-73.899309
"275","Falam Chin","Southeastern Asia","Sino-Tibetan",40.705194,-73.870511
"276","Fang","Middle Africa","Atlantic-Congo",40.752289,-73.980424
"277","Fante","Western Africa","Atlantic-Congo",40.859179,-73.90344
"278","Fe'fe'","Middle Africa","Atlantic-Congo",40.843193,-73.886219
"279","Fijian","Melanesia","Austronesian",40.7508,-73.971732
"280","Finnish","Northern Europe","Uralic",40.64464026,-73.99910117
"281","Finnish","Northern Europe","Uralic",40.73357,-74.003746
"282","Flemish","Western Europe","Indo-European",40.702045,-74.012598
"283","Fon","Western Africa","Atlantic-Congo",40.692529,-73.798226
"284","Frafra","Western Africa","Atlantic-Congo",40.846547,-73.912169
"285","French","Western Europe","Indo-European",40.80753,-73.954228
"286","French","Western Europe","Indo-European",40.74354029,-73.99371622
"287","French","Western Europe","Indo-European",40.68478398,-73.99210325
"288","French","Western Europe","Indo-European",40.826133,-73.923046
"289","French","Western Europe","Indo-European",40.644444,-73.940902
"290","French","Western Europe","Indo-European",40.92718839,-73.75057897
"291","French","Western Europe","Indo-European",40.717258,-73.737712
"292","French Guianese Creole","South America","Indo-European",40.63605496,-73.95079755
"293","Frisian","Western Europe","Indo-European",40.704057,-74.013179
"294","Friulian","Southern Europe","Indo-European",40.781529,-73.841491
"295","Friulian","Southern Europe","Indo-European",40.745099,-73.976722
"296","Fujianese","Eastern Asia","Sino-Tibetan",40.609894,-73.990412
"297","Fujianese","Eastern Asia","Sino-Tibetan",40.759697,-73.82916
"298","Fujianese","Eastern Asia","Sino-Tibetan",40.714067,-73.989879
"299","Fujianese","Eastern Asia","Sino-Tibetan",40.636647,-74.006622
"300","Fulani","Western Africa","Atlantic-Congo",40.68109,-73.954865
"301","Fulani","Western Africa","Atlantic-Congo",40.802634,-73.95099
"302","Fulani","Western Africa","Atlantic-Congo",40.828096,-73.906936
"303","Fur","Northern Africa","Furan",40.652273,-73.962123
"304","Ga","Western Africa","Atlantic-Congo",40.83551548,-73.90120685
"305","Gagnoa Bété","Western Africa","Atlantic-Congo",40.809717,-73.944129
"306","Galician","Southern Europe","Indo-European",40.762018,-73.918281
"307","Galician","Southern Europe","Indo-European",40.730751,-74.166664
"308","Galician","Southern Europe","Indo-European",40.740253,-74.004361
"309","Gan","Eastern Asia","Sino-Tibetan",40.749909,-73.819525
"310","Garifuna","Caribbean","Arawakan",40.820251,-73.901183
"311","Garifuna","Caribbean","Arawakan",40.795494,-73.939016
"312","Garifuna","Caribbean","Arawakan",40.596588,-73.769674
"313","Garifuna","Caribbean","Arawakan",40.662047,-73.905075
"314","Garo","Southern Asia","Sino-Tibetan",40.680108,-73.84699
"315","Geʽez","Eastern Africa","Afro-Asiatic",40.806458,-73.950371
"316","Geʽez","Eastern Africa","Afro-Asiatic",40.870716,-73.879684
"317","Gen-Gbe","Western Africa","Atlantic-Congo",40.673436,-73.958734
"318","Georgian","Western Asia","Kartvelian",40.610953,-73.983515
"319","Georgian","Western Asia","Kartvelian",40.734064,-73.852919
"320","Georgian","Western Asia","Kartvelian",40.54184734,-74.58871898
"321","German","Western Europe","Indo-European",40.69679,-73.993207
"322","German","Western Europe","Indo-European",40.727092,-73.980529
"323","German","Western Europe","Indo-European",40.74357842,-74.028147
"324","German","Western Europe","Indo-European",40.706923,-73.905661
"325","German","Western Europe","Indo-European",40.777284,-73.948524
"326","Ghale","Southern Asia","Sino-Tibetan",40.748822,-73.895484
"327","Ghanaian English","Western Africa","Indo-European",40.833785,-73.909671
"328","Ghomala","Middle Africa","Atlantic-Congo",40.851814,-73.897177
"329","Gikuyu","Eastern Africa","Atlantic-Congo",40.753113,-73.966478
"330","Gikuyu","Eastern Africa","Atlantic-Congo",40.717575,-74.090277
"331","Gilbertese","Micronesia","Austronesian",40.7503,-73.971738
"332","Gio","Western Africa","Mande",40.613027,-74.083723
"333","Gola","Western Africa","Atlantic-Congo",40.614486,-74.084409
"334","Gottscheerisch","Western Europe","Indo-European",40.706723,-73.905661
"335","Gourmanché","Western Africa","Atlantic-Congo",40.837195,-73.907877
"336","Greek","Southern Europe","Indo-European",40.775643,-73.912874
"337","Greek","Southern Europe","Indo-European",40.757729,-73.785225
"338","Greek","Southern Europe","Indo-European",40.627234,-74.030195
"339","Greek","Southern Europe","Indo-European",40.749612,-73.995466
"340","Greek","Southern Europe","Indo-European",40.87593,-73.903766
"341","Grenadian Creole","Caribbean","Indo-European",40.64600553,-73.90315817
"342","Grenadian Creole","Caribbean","Indo-European",40.65886411,-73.9603784
"343","Guadeloupean Creole","Caribbean","Indo-European",40.64667176,-73.95792066
"344","Guarani","South America","Tupian",40.741025,-73.921434
"345","Guarani","South America","Tupian",41.03351096,-73.76281811
"346","Guiberoua Bété","Western Africa","Atlantic-Congo",40.811797,-73.947697
"347","Guinea-Bissau Creole","Western Africa","Indo-European",40.836977,-73.913306
"348","Gujarati","Southern Asia","Indo-European",40.740641,-73.79204
"349","Gujarati","Southern Asia","Indo-European",40.532153,-74.377658
"350","Gujarati","Southern Asia","Indo-European",40.73574046,-74.06411108
"351","Gujarati","Southern Asia","Indo-European",40.757412,-73.980267
"352","Gulf Arabic","Western Asia","Afro-Asiatic",40.754919,-73.979605
"353","Gullah","Northern America","Indo-European",40.68551,-73.928691
"354","Gullah","Northern America","Indo-European",40.813705,-73.940315
"355","Gun-Gbe","Western Africa","Atlantic-Congo",40.671718,-73.954854
"356","Gurage","Eastern Africa","Afro-Asiatic",40.873834,-73.877824
"357","Gurjar","Southern Asia","Indo-European",40.70855637,-73.90905568
"358","Guro","Western Africa","Mande",40.814448,-73.944848
"359","Gurung","Southern Asia","Sino-Tibetan",40.755862,-73.896074
"360","Gurung","Southern Asia","Sino-Tibetan",40.698455,-73.908886
"361","Guyanese Creole","South America","Indo-European",40.631832,-73.898208
"362","Guyanese Creole","South America","Indo-European",40.832685,-73.855476
"363","Guyanese Creole","South America","Indo-European",40.65185282,-73.93042249
"364","Guyanese Creole","South America","Indo-European",40.69099,-73.813715
"365","Gyalsumdo","Southern Asia","Sino-Tibetan",40.746772,-73.901763
"366","Hainanese (Southern Min)","Eastern Asia","Sino-Tibetan",40.690499,-73.990459
"367","Haitian Creole","Caribbean","Indo-European",40.639515,-73.89994
"368","Haitian Creole","Caribbean","Indo-European",40.64019404,-73.94839218
"369","Haitian Creole","Caribbean","Indo-European",40.717182,-73.745409
"370","Haitian Creole","Caribbean","Indo-European",41.11199703,-74.04992342
"371","Haitian Creole","Caribbean","Indo-European",40.792325,-73.970856
"372","Haketia","Northern Africa","Indo-European",40.757549,-73.963373
"373","Haketia","Northern Africa","Indo-European",40.604519,-73.970453
"374","Hakha Chin","Southeastern Asia","Sino-Tibetan",40.705229,-73.870328
"375","Hakka","Eastern Asia","Sino-Tibetan",40.714311,-73.994229
"376","Hakka","Eastern Asia","Sino-Tibetan",40.760818,-73.833342
"377","Hasidic Yiddish","Eastern Europe","Indo-European",40.634067,-73.990777
"378","Hasidic Yiddish","Eastern Europe","Indo-European",40.600409,-73.739648
"379","Hasidic Yiddish","Eastern Europe","Indo-European",41.34057,-74.16988
"380","Hasidic Yiddish","Eastern Europe","Indo-European",40.704775,-73.961838
"381","Hassaniya Arabic","Western Africa","Afro-Asiatic",40.687318,-73.924878
"382","Hassaniya Arabic","Western Africa","Afro-Asiatic",40.819785,-73.93757
"383","Hausa","Western Africa","Afro-Asiatic",40.804922,-73.952588
"384","Hausa","Western Africa","Afro-Asiatic",40.6176622,-74.08364455
"385","Hausa","Western Africa","Afro-Asiatic",40.693206,-73.970965
"386","Hausa","Western Africa","Afro-Asiatic",40.846129,-73.918426
"387","Hawaiian","Northern America","Austronesian",40.783604,-73.970558
"388","Hawaiian English","Northern America","Indo-European",40.783228,-73.969825
"389","Hazara","Southern Asia","Indo-European",40.728128,-73.814323
"390","Hebrew","Western Asia","Afro-Asiatic",40.670815,-73.935576
"391","Hebrew","Western Asia","Afro-Asiatic",40.72702851,-73.98383836
"392","Hebrew","Western Asia","Afro-Asiatic",40.93120132,-74.12770896
"393","Hebrew","Western Asia","Afro-Asiatic",40.73000439,-73.82251925
"394","Hebrew","Western Asia","Afro-Asiatic",40.620577,-73.955709
"395","Hebrew","Western Asia","Afro-Asiatic",40.792001,-73.977165
"396","Herero","Southern Africa","Atlantic-Congo",40.93299,-73.89874
"397","Hindi","Southern Asia","Indo-European",40.5567,-74.397294
"398","Hindi","Southern Asia","Indo-European",40.742535,-73.982537
"399","Hindi","Southern Asia","Indo-European",40.76570723,-73.51577039
"400","Hindi","Southern Asia","Indo-European",40.7364541,-74.06455945
