"","X","Language","World.Region","Language.Family","Latitude","Longitude","class"
"218",397,"Hindi","Southern Asia","Indo-European",40.5567,-74.397294,"Asia"
"219",398,"Hindi","Southern Asia","Indo-European",40.742535,-73.982537,"Asia"
"220",399,"Hindi","Southern Asia","Indo-European",40.76570723,-73.51577039,"Asia"
"221",400,"Hindi","Southern Asia","Indo-European",40.7364541,-74.06455945,"Asia"
"222",401,"Hindi","Southern Asia","Indo-European",40.733038,-73.794351,"Asia"
"223",402,"Hmong","Southeastern Asia","Hmong-Mien",40.862117,-73.904966,"Asia"
"224",403,"Hokkien","Eastern Asia","Sino-Tibetan",40.734793,-73.878532,"Asia"
"225",405,"Hunanese","Eastern Asia","Sino-Tibetan",40.75721,-73.826851,"Asia"
"226",406,"Hungarian","Eastern Europe","Uralic",40.63017724,-73.99767955,"Europe"
"227",407,"Hungarian","Eastern Europe","Uralic",40.49337106,-74.45617058,"Europe"
"228",408,"Hungarian","Eastern Europe","Uralic",40.776662,-73.954658,"Europe"
"229",409,"Ibaloy","Southeastern Asia","Austronesian",40.73135,-73.982556,"Asia"
"230",410,"Ibaloy","Southeastern Asia","Austronesian",40.751835,-73.907025,"Asia"
"231",411,"Ibanag","Southeastern Asia","Austronesian",40.742092,-73.905746,"Asia"
"232",413,"Icelandic","Northern Europe","Indo-European",40.75559,-73.971203,"Europe"
"233",419,"Ilocano","Southeastern Asia","Austronesian",40.730191,-73.983819,"Asia"
"234",420,"Ilocano","Southeastern Asia","Austronesian",40.74589,-73.900585,"Asia"
"235",421,"Ilonggo","Southeastern Asia","Austronesian",40.728872,-73.978833,"Asia"
"236",422,"Ilonggo","Southeastern Asia","Austronesian",40.745985,-73.898451,"Asia"
"237",423,"Indian English","Southern Asia","Indo-European",40.73706,-73.720778,"Asia"
"238",424,"Indonesian","Southeastern Asia","Austronesian",40.75843,-73.909458,"Asia"
"239",425,"Indonesian","Southeastern Asia","Austronesian",40.743474,-73.882895,"Asia"
"240",426,"Ingush","Eastern Europe","Nakh-Daghestanian",40.577869,-73.961472,"Europe"
"241",427,"Intha Burmese","Southeastern Asia","Sino-Tibetan",40.74323957,-73.88998049,"Asia"
"242",428,"Intha Burmese","Southeastern Asia","Sino-Tibetan",40.679752,-73.969739,"Asia"
"243",430,"Iranun","Southeastern Asia","Austronesian",40.747449,-73.896578,"Asia"
"244",431,"Iraqi Arabic","Western Asia","Afro-Asiatic",40.63311,-74.026957,"Asia"
"245",432,"Iraqi Judeo-Arabic","Western Asia","Afro-Asiatic",40.776993,-73.731505,"Asia"
"246",433,"Iraqi Judeo-Arabic","Western Asia","Afro-Asiatic",40.716811,-73.784893,"Asia"
"247",434,"Irish","Northern Europe","Indo-European",40.766342,-73.993523,"Europe"
"248",435,"Irish","Northern Europe","Indo-European",40.742137,-73.953057,"Europe"
"249",436,"Irish","Northern Europe","Indo-European",40.673147,-74.012234,"Europe"
"250",437,"Irish","Northern Europe","Indo-European",40.89771,-73.867514,"Europe"
"251",438,"Irish English","Northern Europe","Indo-European",40.556108,-73.920208,"Europe"
"252",439,"Irish English","Northern Europe","Indo-European",40.59258795,-73.92489596,"Europe"
"253",440,"Irish English","Northern Europe","Indo-European",40.723318,-73.875565,"Europe"
"254",441,"Irish English","Northern Europe","Indo-European",41.05899,-74.021768,"Europe"
"255",442,"Irish English","Northern Europe","Indo-European",40.898665,-73.867382,"Europe"
"256",443,"Irpino","Southern Europe","Indo-European",40.744329,-73.953411,"Europe"
"257",444,"Isan","Southeastern Asia","Tai-Kadai",40.743661,-73.88755,"Asia"
"258",445,"Ishkashimi","Central Asia","Indo-European",40.613266,-73.993265,"Asia"
"259",446,"Istrioto","Southern Europe","Indo-European",40.771113,-73.919183,"Europe"
"260",447,"Istro-Romanian","Southern Europe","Indo-European",40.77109141,-73.92031607,"Europe"
"261",448,"Istro-Romanian","Southern Europe","Indo-European",40.661541,-73.982741,"Europe"
"262",449,"Istro-Veneto","Southern Europe","Indo-European",40.77133313,-73.91966495,"Europe"
"263",450,"Italian","Southern Europe","Indo-European",40.855983,-73.887308,"Europe"
"264",451,"Italian","Southern Europe","Indo-European",40.605169,-74.004576,"Europe"
"265",452,"Italian","Southern Europe","Indo-European",40.629962,-74.088163,"Europe"
"266",453,"Italian","Southern Europe","Indo-European",40.668947,-73.821576,"Europe"
"267",460,"Iyengar Tamil","Southern Asia","Dravidian",40.57317,-74.345436,"Asia"
"268",466,"Japanese","Eastern Asia","Japonic",40.766775,-73.922318,"Asia"
"269",467,"Japanese","Eastern Asia","Japonic",40.727621,-73.985935,"Asia"
"270",468,"Japanese","Eastern Asia","Japonic",40.704772,-73.939006,"Asia"
"271",469,"Japanese","Eastern Asia","Japonic",40.85339,-73.97428,"Asia"
"272",470,"Japanese","Eastern Asia","Japonic",40.77488,-73.986605,"Asia"
"273",471,"Javanese","Eastern Asia","Austronesian",40.741941,-73.878566,"Asia"
"274",473,"Jewish Babylonian Aramaic","Western Asia","Afro-Asiatic",40.606977,-73.962552,"Asia"
"275",474,"Jewish Babylonian Aramaic","Western Asia","Afro-Asiatic",40.84989701,-73.92890313,"Asia"
"276",480,"Jewish Russian","Eastern Europe","Indo-European",40.57994192,-73.96725197,"Europe"
"277",483,"Judeo-Crimean Tatar","Eastern Europe","Turkic",40.668693,-73.917323,"Europe"
"278",484,"Judeo-Georgian","Western Asia","Kartvelian",40.73395442,-73.85275399,"Asia"
"279",485,"Judeo-Greek","Southern Europe","Indo-European",40.71862,-73.991673,"Europe"
"280",486,"Judeo-Hamadani","Southern Asia","Indo-European",40.734281,-73.84953,"Asia"
"281",487,"Judeo-Isfahani","Southern Asia","Indo-European",40.733281,-73.84953,"Asia"
"282",488,"Judeo-Isfahani","Southern Asia","Indo-European",40.80856026,-73.75067689,"Asia"
"283",489,"Judeo-Kashani","Southern Asia","Indo-European",40.80015,-73.64994,"Asia"
"284",490,"Judeo-Shirazi","Southern Asia","Indo-European",40.80798,-73.73583,"Asia"
"285",491,"Judeo-Shirazi","Southern Asia","Indo-European",40.618963,-73.957177,"Asia"
"286",492,"Judeo-Spanish","Western Asia","Indo-European",40.836816,-73.917396,"Asia"
"287",493,"Judeo-Spanish","Western Asia","Indo-European",40.72725,-73.846444,"Asia"
"288",494,"Judeo-Spanish","Western Asia","Indo-European",40.5958,-73.997232,"Asia"
"289",495,"Judeo-Spanish","Western Asia","Indo-European",40.717873,-73.991319,"Asia"
"290",496,"Juhuri","Western Asia","Indo-European",40.640639,-73.973064,"Asia"
"291",500,"Kabardian","Western Asia","Abkhaz-Adyge",40.937683,-74.201756,"Asia"
"292",503,"Kachin","Southeastern Asia","Sino-Tibetan",40.704969,-73.870381,"Asia"
"293",504,"Kaike","Southern Asia","Sino-Tibetan",40.751523,-73.90219,"Asia"
"294",506,"Kalasha","Southern Asia","Indo-European",40.620702,-73.961784,"Asia"
"295",507,"Kalderash Romani","Eastern Europe","Indo-European",40.734878,-74.004083,"Europe"
"296",508,"Kalmyk","Eastern Europe","Mongolic",40.609657,-73.985816,"Europe"
"297",509,"Kalmyk","Eastern Europe","Mongolic",40.166019,-74.244766,"Europe"
"298",510,"Kannada","Southern Asia","Dravidian",40.779713,-73.468774,"Asia"
"299",511,"Kannada","Southern Asia","Dravidian",40.72212,-73.745294,"Asia"
"300",516,"Karachay-Balkar","Western Asia","Turkic",40.576153,-73.968009,"Asia"
"301",517,"Karachay-Balkar","Western Asia","Turkic",40.890043,-74.153609,"Asia"
"302",518,"Karakalpak","Central Asia","Turkic",40.594925,-73.980978,"Asia"
"303",519,"Karen","Southeastern Asia","Sino-Tibetan",40.740149,-73.87799,"Asia"
"304",520,"Karen","Southeastern Asia","Sino-Tibetan",40.70449796,-73.87086103,"Asia"
"305",521,"Karen","Southeastern Asia","Sino-Tibetan",40.757178,-73.979475,"Asia"
"306",522,"Kariu","Southeastern Asia","Austronesian",40.73662,-73.882338,"Asia"
"307",523,"Kashmiri","Southern Asia","Indo-European",40.709875,-73.795582,"Asia"
"308",525,"Kazakh","Central Asia","Turkic",40.767737,-73.82837,"Asia"
"309",526,"Kazakh","Central Asia","Turkic",40.595451,-73.945969,"Asia"
"310",527,"Khaling","Southern Asia","Sino-Tibetan",40.746015,-73.884032,"Asia"
"311",528,"Khalkha Mongolian","Eastern Asia","Mongolic",40.747761,-73.884976,"Asia"
"312",529,"Kham Magar","Southern Asia","Sino-Tibetan",40.75058,-73.903435,"Asia"
"313",530,"Khmer","Southeastern Asia","Austroasiatic",40.64927,-73.967081,"Asia"
"314",531,"Khmer","Southeastern Asia","Austroasiatic",40.866084,-73.888506,"Asia"
"315",532,"Khowar","Southern Asia","Indo-European",40.73151541,-73.8666465,"Asia"
"316",536,"Kinaray-a","Southeastern Asia","Austronesian",40.755242,-73.907446,"Asia"
"317",542,"Koine Greek","Southern Europe","Indo-European",40.776948,-73.915616,"Europe"
"318",543,"Koine Greek","Southern Europe","Indo-European",40.769808,-73.956357,"Europe"
"319",544,"Konkani","Southern Asia","Indo-European",40.785831,-73.828674,"Asia"
"320",546,"Korean","Eastern Asia","Koreanic",40.761222,-73.826734,"Asia"
"321",547,"Korean","Eastern Asia","Koreanic",40.870575,-73.885387,"Asia"
"322",548,"Korean","Eastern Asia","Koreanic",40.747911,-73.987282,"Asia"
"323",549,"Korean","Eastern Asia","Koreanic",40.84793,-73.99784,"Asia"
"324",550,"Korean","Eastern Asia","Koreanic",40.665523,-73.989552,"Asia"
"325",551,"Koryo-Mar","Central Asia","Koreanic",40.57783,-73.963273,"Asia"
"326",552,"Koryo-Mar","Central Asia","Koreanic",40.668013,-73.988891,"Asia"
"327",558,"Kulung","Southern Asia","Sino-Tibetan",40.749056,-73.886673,"Asia"
"328",561,"Kurdish","Western Asia","Indo-European",40.595475,-73.974278,"Asia"
"329",562,"Kurdish","Western Asia","Indo-European",40.92696716,-74.02628507,"Asia"
"330",563,"Kurtöp","Southern Asia","Sino-Tibetan",40.741254,-73.917736,"Asia"
"331",564,"Kyrgyz","Central Asia","Turkic",40.610502,-73.98252,"Asia"
"332",565,"Lahu","Southeastern Asia","Sino-Tibetan",40.73949,-73.877872,"Asia"
"333",566,"Lahu","Southeastern Asia","Sino-Tibetan",40.70567918,-73.87050169,"Asia"
"334",568,"Lao","Southeastern Asia","Tai-Kadai",40.7403746,-73.88812427,"Asia"
"335",569,"Lao","Southeastern Asia","Tai-Kadai",40.865312,-73.903323,"Asia"
"336",571,"Latvian","Northern Europe","Indo-European",40.860398,-73.909667,"Europe"
"337",572,"Latvian","Northern Europe","Indo-European",40.915748,-73.897693,"Europe"
"338",573,"Lazuri","Western Asia","Kartvelian",40.769971,-73.920678,"Asia"
"339",574,"Lemko","Eastern Europe","Indo-European",40.727475,-73.988019,"Europe"
"340",575,"Lemko","Eastern Europe","Indo-European",40.92938022,-73.8712682,"Europe"
"341",576,"Lezgi","Western Asia","Nakh-Daghestanian",40.590244,-73.960376,"Asia"
"342",580,"Ligurian","Southern Europe","Indo-European",40.729061,-74.001415,"Europe"
"343",582,"Limbu","Southern Asia","Sino-Tibetan",40.746672,-73.889653,"Asia"
"344",583,"Limi","Southern Asia","Sino-Tibetan",40.732779,-73.88217,"Asia"
"345",585,"Lithuanian","Northern Europe","Indo-European",40.75028327,-73.99572993,"Europe"
"346",586,"Lithuanian","Northern Europe","Indo-European",40.724381,-73.901266,"Europe"
"347",587,"Lithuanian","Northern Europe","Indo-European",40.71429,-73.95479,"Europe"
"348",588,"Litvish Yiddish","Northern Europe","Indo-European",40.669049,-73.942831,"Europe"
"349",589,"Litvish Yiddish","Northern Europe","Indo-European",40.095657,-74.221398,"Europe"
"350",590,"Loke","Southern Asia","Sino-Tibetan",40.866588,-73.866451,"Asia"
"351",591,"Loke","Southern Asia","Sino-Tibetan",40.73613299,-74.0631647,"Asia"
"352",592,"Loke","Southern Asia","Sino-Tibetan",40.75001971,-73.90331435,"Asia"
"353",594,"Lombard","Southern Europe","Indo-European",40.727679,-74.000599,"Europe"
"354",595,"Lotha","Southern Asia","Sino-Tibetan",40.50267205,-74.39642605,"Asia"
"355",596,"Lovari Romani","Southern Europe","Indo-European",40.73197,-74.17421,"Europe"
"356",597,"Low German","Western Europe","Indo-European",40.708599,-73.682073,"Europe"
"357",605,"Luri","Southern Asia","Indo-European",40.71048,-73.81387,"Asia"
"358",606,"Luxembourgish","Western Europe","Indo-European",40.75317,-73.964764,"Europe"
"359",607,"Macedonian","Southern Europe","Indo-European",40.70969,-74.017026,"Europe"
"360",608,"Macedonian","Southern Europe","Indo-European",40.857636,-73.884601,"Europe"
"361",609,"Macedonian","Southern Europe","Indo-European",40.781403,-73.843965,"Europe"
"362",610,"Macedonian","Southern Europe","Indo-European",40.87206,-74.112867,"Europe"
"363",611,"Machvaya Romani","Southern Europe","Indo-European",40.70357492,-73.93766838,"Europe"
"364",612,"Madurese","Southeastern Asia","Austronesian",40.758016,-73.911834,"Asia"
"365",613,"Madurese","Southeastern Asia","Austronesian",40.74306,-73.88527,"Asia"
"366",614,"Magar","Southern Asia","Sino-Tibetan",40.752579,-73.902572,"Asia"
"367",615,"Maguindanao","Southeastern Asia","Austronesian",40.749371,-73.9039,"Asia"
"368",617,"Maithili","Southern Asia","Indo-European",40.53033,-74.38145,"Asia"
"369",618,"Maithili","Southern Asia","Indo-European",40.749047,-73.89803,"Asia"
"370",619,"Makassarese","Southeastern Asia","Austronesian",40.759148,-73.911118,"Asia"
"371",620,"Makassarese","Southeastern Asia","Austronesian",40.744192,-73.884555,"Asia"
"372",624,"Malay","Southeastern Asia","Austronesian",40.716908,-73.999855,"Asia"
"373",625,"Malay","Southeastern Asia","Austronesian",40.73229,-73.886619,"Asia"
"374",626,"Malayalam","Southern Asia","Dravidian",40.5021987,-74.6518529,"Asia"
"375",627,"Malayalam","Southern Asia","Dravidian",40.59879,-74.129334,"Asia"
"376",628,"Malayalam","Southern Asia","Dravidian",40.7283,-73.735958,"Asia"
"377",629,"Malayalam","Southern Asia","Dravidian",40.88377,-73.858749,"Asia"
"378",630,"Maltese","Southern Europe","Afro-Asiatic",40.771549,-73.919636,"Europe"
"379",636,"Mamuju","Southeastern Asia","Austronesian",40.743982,-73.883867,"Asia"
"380",637,"Manado Malay","Southeastern Asia","Austronesian",40.735707,-73.886892,"Asia"
"381",638,"Manang","Southern Asia","Sino-Tibetan",40.74887,-73.912785,"Asia"
"382",639,"Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.716722,-73.997864,"Asia"
"383",640,"Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.739155,-73.877471,"Asia"
"384",641,"Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.761419,-73.833042,"Asia"
"385",642,"Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.7997916,-73.54965576,"Asia"
"386",643,"Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.85005679,-73.85063885,"Asia"
"387",644,"Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.31679543,-74.7136503,"Asia"
"388",645,"Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.642766,-74.00205,"Asia"
"389",651,"Manggarai","Southeastern Asia","Austronesian",40.742028,-73.88311,"Asia"
"390",659,"Maranao","Southeastern Asia","Austronesian",40.758292,-73.91033,"Asia"
"391",660,"Maranao","Southeastern Asia","Austronesian",40.745963,-73.89931,"Asia"
"392",661,"Marathi","Southern Asia","Indo-European",40.742349,-73.982677,"Asia"
"393",662,"Marathi","Southern Asia","Indo-European",40.45165816,-74.24089186,"Asia"
"394",663,"Marathi","Southern Asia","Indo-European",40.701018,-73.834263,"Asia"
"395",664,"Marchigiano","Southern Europe","Indo-European",41.298876,-72.932499,"Europe"
"396",666,"Marma","Southern Asia","Sino-Tibetan",40.753943,-73.891685,"Asia"
"397",669,"Marwari","Southern Asia","Indo-European",40.738838,-73.795859,"Asia"
"398",674,"Mazanderani","Southern Asia","Indo-European",40.49776514,-74.43564009,"Asia"
"399",677,"Meitei","Southern Asia","Sino-Tibetan",40.752493,-73.826712,"Asia"
"400",687,"Mien","Southeastern Asia","Hmong-Mien",40.867032,-73.907213,"Asia"
"401",688,"Minangkabau","Southeastern Asia","Austronesian",40.741917,-73.887184,"Asia"
"402",689,"Mingrelian","Western Asia","Kartvelian",40.611253,-73.982515,"Asia"
"403",701,"Moldovan","Eastern Europe","Indo-European",40.612929,-73.962739,"Europe"
"404",702,"Moldovan","Eastern Europe","Indo-European",40.744818,-73.923978,"Europe"
"405",703,"Mon","Southeastern Asia","Austroasiatic",40.679819,-73.968752,"Asia"
"406",705,"Monguor","Eastern Asia","Mongolic",40.749106,-73.888125,"Asia"
"407",707,"Montenegrin","Southern Europe","Indo-European",40.767877,-73.934027,"Europe"
"408",708,"Montenegrin","Southern Europe","Indo-European",40.704507,-73.901745,"Europe"
"409",721,"Mugu","Southern Asia","Sino-Tibetan",40.748919,-73.891109,"Asia"
"410",722,"Munda","Southern Asia","Austroasiatic",40.705068,-73.801288,"Asia"
"411",723,"Palembang","Southeastern Asia","Austronesian",40.73908,-73.886131,"Asia"
"412",725,"Nachhiring","Southern Asia","Sino-Tibetan",40.752235,-73.894375,"Asia"
"413",732,"Nar-Phu","Southern Asia","Sino-Tibetan",40.749967,-73.912624,"Asia"
"414",739,"Neapolitan","Southern Europe","Indo-European",40.795147,-73.933783,"Europe"
"415",740,"Neapolitan","Southern Europe","Indo-European",40.719126,-73.997061,"Europe"
"416",741,"Neapolitan","Southern Europe","Indo-European",40.84914966,-73.85492159,"Europe"
"417",742,"Neapolitan","Southern Europe","Indo-European",40.715745,-73.95267,"Europe"
"418",743,"Neo-Mandaic","Southern Asia","Afro-Asiatic",40.739388,-73.790656,"Asia"
"419",744,"Nepali","Southern Asia","Indo-European",40.63476708,-73.96480007,"Asia"
"420",745,"Nepali","Southern Asia","Indo-European",40.747477,-73.888919,"Asia"
"421",746,"Nepali","Southern Asia","Indo-European",40.868601,-73.902111,"Asia"
"422",747,"Nepali","Southern Asia","Indo-European",40.699455,-73.909886,"Asia"
"423",749,"Newari","Southern Asia","Sino-Tibetan",40.748329,-73.891358,"Asia"
"424",752,"Noakhailla","Southern Asia","Indo-European",40.642774,-73.978586,"Asia"
"425",753,"Nones","Southern Europe","Indo-European",40.749123,-73.999578,"Europe"
"426",754,"Nones","Southern Europe","Indo-European",40.701967,-73.909596,"Europe"
"427",755,"North Levantine Arabic","Western Asia","Afro-Asiatic",40.767559,-73.912012,"Asia"
"428",756,"North Levantine Arabic","Western Asia","Afro-Asiatic",40.63236251,-74.02127584,"Asia"
"429",757,"North Levantine Arabic","Western Asia","Afro-Asiatic",40.69011235,-73.99264034,"Asia"
"430",758,"North Levantine Arabic","Western Asia","Afro-Asiatic",40.708399,-74.014178,"Asia"
"431",759,"North Levantine Arabic","Western Asia","Afro-Asiatic",40.934797,-73.894912,"Asia"
"432",760,"Northeastern Mandarin Chinese","Eastern Asia","Sino-Tibetan",40.762554,-73.831411,"Asia"
"433",761,"Northern Fujianese","Eastern Asia","Sino-Tibetan",40.610894,-73.990412,"Asia"
"434",762,"Northern Fujianese","Eastern Asia","Sino-Tibetan",40.71492,-73.990687,"Asia"
"435",764,"Northern Thai","Southeastern Asia","Tai-Kadai",40.740219,-73.887606,"Asia"
"436",765,"Norwegian","Northern Europe","Indo-European",40.628443,-74.023236,"Europe"
"437",766,"Norwegian","Northern Europe","Indo-European",40.70698905,-74.01252394,"Europe"
"438",768,"Nubri","Southern Asia","Sino-Tibetan",40.740202,-73.879554,"Asia"
"439",770,"Occitan","Southern Europe","Indo-European",40.77736226,-73.95770167,"Europe"
"440",771,"Odia","Southern Asia","Indo-European",40.7534,-73.817482,"Asia"
"441",774,"Okinawan","Eastern Asia","Japonic",40.761225,-73.731879,"Asia"
"442",777,"Ossetian","Eastern Europe","Indo-European",40.579576,-73.963143,"Europe"
"443",781,"Pa'O","Southeastern Asia","Sino-Tibetan",40.70582964,-73.87011545,"Asia"
"444",782,"Pakistani English","Southern Asia","Indo-European",40.63245567,-73.96590723,"Asia"
"445",783,"Pakistani English","Southern Asia","Indo-European",40.74971646,-73.8939521,"Asia"
"446",784,"Palatine German","Western Europe","Indo-European",40.688855,-74.019092,"Europe"
"447",786,"Pali","Southern Asia","Indo-European",40.63614,-74.143197,"Asia"
"448",787,"Pali","Southern Asia","Indo-European",40.727853,-73.751883,"Asia"
"449",788,"Pampangan","Southeastern Asia","Austronesian",40.746258,-73.896194,"Asia"
"450",792,"Pangasinan","Southeastern Asia","Austronesian",40.731232,-73.985815,"Asia"
"451",793,"Pangasinan","Southeastern Asia","Austronesian",40.74415,-73.902151,"Asia"
"452",796,"Pashto","Southern Asia","Indo-European",40.726405,-73.810443,"Asia"
"453",797,"Pashto","Southern Asia","Indo-European",40.63236908,-73.96733112,"Asia"
"454",798,"Persian","Southern Asia","Indo-European",40.711015,-74.008764,"Asia"
"455",799,"Persian","Southern Asia","Indo-European",40.80072,-73.72801,"Asia"
"456",800,"Persian","Southern Asia","Indo-European",40.701187,-73.814804,"Asia"
"457",801,"Persian","Southern Asia","Indo-European",40.613706,-73.969003,"Asia"
"458",803,"Philippine English","Southeastern Asia","Indo-European",40.7295349,-73.98113584,"Asia"
"459",804,"Philippine English","Southeastern Asia","Indo-European",40.745648,-73.896028,"Asia"
"460",805,"Piedmontese","Southern Europe","Indo-European",40.730354,-74.002786,"Europe"
"461",807,"Polish","Eastern Europe","Indo-European",40.726749,-73.984901,"Europe"
"462",808,"Polish","Eastern Europe","Indo-European",40.729501,-73.949517,"Europe"
"463",809,"Polish","Eastern Europe","Indo-European",40.62887008,-74.24255226,"Europe"
"464",810,"Polish","Eastern Europe","Indo-European",40.72445,-73.903433,"Europe"
"465",811,"Polish","Eastern Europe","Indo-European",40.92051589,-72.66891614,"Europe"
"466",812,"Polish","Eastern Europe","Indo-European",40.660938,-73.998529,"Europe"
"467",813,"Pontic Greek","Southern Europe","Indo-European",40.767115,-73.883709,"Europe"
"468",814,"Pontic Greek","Southern Europe","Indo-European",41.117337,-73.412977,"Europe"
"469",816,"Portuguese","Southern Europe","Indo-European",40.68009,-74.001217,"Europe"
"470",817,"Portuguese","Southern Europe","Indo-European",40.70469235,-74.01090212,"Europe"
"471",818,"Portuguese","Southern Europe","Indo-European",40.696955,-73.803831,"Europe"
"472",819,"Portuguese","Southern Europe","Indo-European",40.73166091,-74.16293247,"Europe"
"473",820,"Pothwari","Southern Asia","Indo-European",40.63235707,-73.96705032,"Asia"
"474",828,"Pugliese (Barese)","Southern Europe","Indo-European",40.718155,-73.997684,"Europe"
"475",829,"Pugliese (Bitettese)","Southern Europe","Indo-European",40.61786962,-73.94165669,"Europe"
"476",830,"Pugliese (Casamassimese)","Southern Europe","Indo-European",40.703203,-74.095082,"Europe"
"477",831,"Pugliese (Conversanese)","Southern Europe","Indo-European",40.78522443,-73.81661627,"Europe"
"478",832,"Pugliese (Garganico)","Southern Europe","Indo-European",40.856658,-73.886523,"Europe"
"479",833,"Pugliese (Molese)","Southern Europe","Indo-European",40.678017,-73.997837,"Europe"
"480",834,"Pugliese (Molese)","Southern Europe","Indo-European",40.561182,-74.104524,"Europe"
"481",835,"Pugliese (Molfettese)","Southern Europe","Indo-European",40.742335,-74.036384,"Europe"
"482",836,"Punjabi","Southern Asia","Indo-European",40.726024,-73.725404,"Asia"
"483",837,"Punjabi","Southern Asia","Indo-European",40.72283517,-73.9864742,"Asia"
"484",838,"Punjabi","Southern Asia","Indo-European",40.73696801,-74.06989929,"Asia"
"485",839,"Punjabi","Southern Asia","Indo-European",40.63155866,-73.96582408,"Asia"
"486",840,"Punjabi","Southern Asia","Indo-European",40.691365,-73.827835,"Asia"
"487",844,"Rakhine","Southeastern Asia","Sino-Tibetan",40.74371103,-73.89160054,"Asia"
"488",845,"Rakhine","Southeastern Asia","Sino-Tibetan",40.67974,-73.96921,"Asia"
"489",846,"Ramaluk","Southern Asia","Sino-Tibetan",40.74699277,-73.89161824,"Asia"
"490",847,"Rangpuri","Southern Asia","Indo-European",40.687334,-73.835771,"Asia"
"491",848,"Romani","Southern Europe","Indo-European",40.721744,-73.99335721,"Europe"
"492",849,"Romani","Southern Europe","Indo-European",40.70152109,-73.90802983,"Europe"
"493",850,"Romanian","Eastern Europe","Indo-European",40.70541286,-73.90177778,"Europe"
"494",851,"Romanian","Eastern Europe","Indo-European",40.745089,-73.921225,"Europe"
"495",852,"Romanian","Eastern Europe","Indo-European",40.787847,-73.9697,"Europe"
"496",853,"Romansh","Western Europe","Indo-European",40.588353,-73.956461,"Europe"
"497",854,"Rushani","Central Asia","Indo-European",40.617724,-73.982681,"Asia"
"498",855,"Rushani","Central Asia","Indo-European",40.731044,-73.867194,"Asia"
"499",856,"Russian","Eastern Europe","Indo-European",40.57539,-73.961612,"Europe"
"500",857,"Russian","Eastern Europe","Indo-European",40.571637,-74.093101,"Europe"
"501",858,"Russian","Eastern Europe","Indo-European",40.902686,-73.902505,"Europe"
"502",859,"Russian","Eastern Europe","Indo-European",40.729051,-73.860054,"Europe"
"503",860,"Russian","Eastern Europe","Indo-European",40.83949708,-73.65098877,"Europe"
"504",861,"Russian","Eastern Europe","Indo-European",40.78897593,-73.95423556,"Europe"
"505",862,"Rusyn","Eastern Europe","Indo-European",40.727934,-73.982772,"Europe"
"506",863,"Rusyn","Eastern Europe","Indo-European",40.54321708,-74.60723156,"Europe"
"507",864,"Rusyn","Eastern Europe","Indo-European",40.71942159,-73.95342952,"Europe"
"508",865,"Rusyn","Eastern Europe","Indo-European",40.88376112,-74.20264294,"Europe"
"509",866,"Sami","Northern Europe","Uralic",40.64637419,-74.0035,"Europe"
"510",868,"Sampang","Southern Asia","Sino-Tibetan",40.746188,-73.889129,"Asia"
"511",869,"Sandwippa","Southern Asia","Indo-European",40.641732,-73.982326,"Asia"
"512",871,"Sangsari","Southern Asia","Indo-European",40.708068,-73.828673,"Asia"
"513",872,"Sanskrit","Southern Asia","Indo-European",40.752992,-73.816982,"Asia"
"514",873,"Sanskrit","Southern Asia","Indo-European",40.682057,-73.853563,"Asia"
"515",874,"Santali","Southern Asia","Indo-European",40.703264,-73.805105,"Asia"
"516",875,"Saraiki","Southern Asia","Indo-European",40.62975153,-73.96627248,"Asia"
"517",876,"Sasak","Southeastern Asia","Austronesian",40.757561,-73.911035,"Asia"
"518",877,"Sasak","Southeastern Asia","Austronesian",40.742606,-73.884472,"Asia"
"519",878,"Scots","Northern Europe","Indo-European",40.757643,-74.156355,"Europe"
"520",879,"Scots","Northern Europe","Indo-European",40.725598,-74.00584,"Europe"
"521",880,"Scottish Gaelic","Northern Europe","Indo-European",40.753742,-73.992103,"Europe"
"522",881,"Seke","Southern Asia","Sino-Tibetan",40.64219974,-73.96176433,"Asia"
"523",882,"Seke","Southern Asia","Sino-Tibetan",40.748514,-73.890595,"Asia"
"524",885,"Serbian","Southern Europe","Indo-European",40.65913936,-74.21633314,"Europe"
"525",886,"Serbian","Southern Europe","Indo-European",40.744062,-73.989949,"Europe"
"526",887,"Serbian","Southern Europe","Indo-European",40.69963,-73.888709,"Europe"
"527",891,"Shan","Southeastern Asia","Tai-Kadai",40.739978,-73.878612,"Asia"
"528",892,"Shan","Southeastern Asia","Tai-Kadai",40.70558564,-73.87082892,"Asia"
"529",893,"Shan","Southeastern Asia","Tai-Kadai",40.67949,-73.968762,"Asia"
"530",894,"Shanghainese","Eastern Asia","Sino-Tibetan",40.715912,-73.996684,"Asia"
"531",895,"Shanghainese","Eastern Asia","Sino-Tibetan",40.751374,-73.823498,"Asia"
"532",896,"Shapsug","Western Asia","Abkhaz-Adyge",40.938236,-74.201781,"Asia"
"533",897,"Sharchop","Southern Asia","Sino-Tibetan",40.741297,-73.918333,"Asia"
